trip_distance,trip_duration,passenger_count,pickup_hour,is_weekend,fare_amount,traffic_condition_High,traffic_condition_Low,traffic_condition_Medium,traffic_condition_Very High,weather_condition_Clear,weather_condition_Cloudy,weather_condition_Foggy,weather_condition_Rainy,weather_condition_Snowy
7.2,15.58,1.0,6,1,31.64,1,0,0,0,1,0,0,0,0
0.5,2.33,3.0,8,0,7.25,0,1,0,0,1,0,0,0,0
8.09,18.27,2.0,12,0,34.84,1,0,0,0,1,0,0,0,0
7.59,18.39,4.0,13,0,27.23,0,0,1,0,1,0,0,0,0
10.3,20.54,1.0,22,0,39.77,0,0,1,0,0,1,0,0,0
1.03,3.92,1.0,8,1,12.87,1,0,0,0,0,0,0,1,0
18.62,34.77,2.0,14,0,60.51,0,0,1,0,0,1,0,0,0
0.55,1.0,2.0,4,0,5.5,0,0,1,0,1,0,0,0,0
6.11,11.85,2.0,17,0,25.4,0,0,1,0,0,1,0,0,0
1.23,1.0,4.0,20,0,9.13,0,0,1,0,0,1,0,0,0
0.5,1.68,1.0,19,0,7.08,0,0,1,0,1,0,0,0,0
4.39,12.18,2.0,7,0,30.67,0,0,0,1,1,0,0,0,0
2.8,7.31,2.0,14,0,16.09,0,0,1,0,0,0,0,1,0
5.32,5.7,5.0,20,0,16.84,0,1,0,0,0,1,0,0,0
6.89,11.77,1.0,8,0,20.02,0,1,0,0,1,0,0,0,0
0.5,2.39,5.0,18,0,12.59,1,0,0,0,1,0,0,0,0
1.05,1.49,1.0,21,0,6.54,0,0,1,0,0,0,0,1,0
6.54,13.72,3.0,5,0,27.1,0,0,1,0,0,1,0,0,0
3.36,8.65,2.0,3,0,20.84,1,0,0,0,0,0,1,0,0
10.45,31.12,3.0,10,0,63.63,0,0,0,1,0,1,0,0,0
8.45,20.85,1.0,9,0,42.74,1,0,0,0,1,0,0,0,0
14.95,22.53,1.0,2,1,42.11,0,1,0,0,0,0,0,1,0
9.43,16.49,1.0,0,0,32.79,0,0,1,0,1,0,0,0,0
4.5,9.25,2.0,11,1,20.36,1,0,0,0,1,0,0,0,0
8.94,25.05,2.0,22,0,54.2,0,0,0,1,1,0,0,0,0
2.58,9.04,4.0,14,0,21.51,0,0,0,1,1,0,0,0,0
2.93,6.76,1.0,14,1,14.5,0,0,1,0,0,0,0,1,0
12.45,30.96,1.0,20,1,62.6,1,0,0,0,0,1,0,0,0
4.73,9.31,1.0,13,0,16.05,0,1,0,0,1,0,0,0,0
12.81,23.58,1.0,6,0,44.89,0,0,1,0,0,1,0,0,0
13.83,29.86,3.0,16,0,50.47,0,0,1,0,0,1,0,0,0
19.88,28.83,6.0,18,1,59.58,0,1,0,0,0,0,0,1,0
4.51,9.12,1.0,6,0,17.92,0,0,1,0,1,0,0,0,0
3.07,9.72,1.0,2,0,28.33,0,0,0,1,0,0,0,1,0
6.98,11.6,1.0,2,0,26.57,0,0,1,0,1,0,0,0,0
3.71,5.25,2.0,17,0,12.49,0,1,0,0,1,0,0,0,0
7.35,16.19,5.0,19,0,38.83,1,0,0,0,1,0,0,0,0
9.78,23.02,1.0,21,1,45.16,1,0,0,0,1,0,0,0,0
9.33,19.09,1.0,13,0,35.65,0,0,1,0,0,0,0,1,0
3.75,10.16,2.0,2,1,26.97,0,0,0,1,0,1,0,0,0
1.46,3.34,2.0,6,0,5.82,0,1,0,0,0,1,0,0,0
4.5,10.05,1.0,6,0,30.6,0,0,0,1,0,0,1,0,0
1.23,4.64,3.0,4,0,11.86,1,0,0,0,1,0,0,0,0
17.67,32.22,1.0,2,0,57.53,0,0,1,0,1,0,0,0,0
3.4,6.96,4.0,17,1,19.6,1,0,0,0,0,1,0,0,0
1.34,2.81,1.0,14,0,5.52,0,1,0,0,0,0,0,1,0
0.5,1.66,1.0,19,0,6.32,0,1,0,0,0,0,0,0,1
8.3,23.43,1.0,13,0,47.04,0,0,0,1,1,0,0,0,0
8.1,10.37,1.0,3,0,25.6,0,1,0,0,0,0,0,1,0
3.33,4.04,1.0,23,1,12.55,0,1,0,0,0,0,0,1,0
0.6,1.32,2.0,7,0,8.19,0,0,1,0,1,0,0,0,0
4.22,7.31,1.0,20,1,12.34,0,1,0,0,0,1,0,0,0
2.98,10.58,2.0,12,0,16.34,1,0,0,0,1,0,0,0,0
9.04,24.48,1.0,21,0,51.85,0,0,0,1,1,0,0,0,0
7.45,14.49,1.0,7,0,32.77,0,0,1,0,0,0,0,1,0
3.63,6.64,5.0,14,1,19.13,0,0,1,0,0,0,0,1,0
1.97,3.99,3.0,16,1,10.02,0,0,1,0,0,1,0,0,0
4.84,8.49,1.0,19,0,17.97,0,0,1,0,1,0,0,0,0
9.33,15.7,2.0,3,0,25.91,0,1,0,0,1,0,0,0,0
1.21,1.04,1.0,10,0,4.14,0,0,1,0,1,0,0,0,0
5.32,10.95,2.0,17,0,25.45,0,0,1,0,0,0,0,1,0
0.5,1.0,1.0,9,0,11.89,0,0,0,1,0,0,1,0,0
5.63,9.96,1.0,16,0,24.42,1,0,0,0,0,1,0,0,0
3.88,10.58,3.0,5,0,18.46,0,0,1,0,0,0,0,1,0
0.5,1.0,1.0,22,1,5.73,1,0,0,0,0,1,0,0,0
0.5,3.12,1.0,20,0,13.52,0,0,0,1,0,1,0,0,0
3.93,10.58,2.0,15,1,29.09,0,0,0,1,0,0,0,1,0
1.4,1.0,2.0,14,0,4.79,0,1,0,0,1,0,0,0,0
0.5,1.0,1.0,7,0,8.13,0,0,1,0,1,0,0,0,0
11.29,19.26,4.0,8,0,38.31,0,0,1,0,1,0,0,0,0
4.91,10.14,2.0,10,0,19.6,0,0,1,0,0,0,1,0,0
2.73,7.16,1.0,1,0,23.91,0,0,0,1,0,0,1,0,0
18.43,36.84,1.0,12,0,61.82,0,0,1,0,1,0,0,0,0
0.99,1.0,2.0,3,1,6.35,0,1,0,0,0,0,1,0,0
3.01,6.36,1.0,4,1,14.94,0,0,1,0,0,1,0,0,0
7.39,11.27,1.0,21,0,25.09,0,0,1,0,0,1,0,0,0
14.02,22.97,2.0,2,0,45.62,0,0,1,0,0,1,0,0,0
2.72,4.56,1.0,2,0,8.79,0,1,0,0,1,0,0,0,0
3.95,8.98,1.0,9,0,21.99,1,0,0,0,1,0,0,0,0
3.9,9.01,3.0,4,0,21.33,0,0,1,0,0,0,0,1,0
3.33,8.32,2.0,2,0,23.04,0,0,0,1,0,1,0,0,0
6.24,11.03,1.0,21,0,22.36,0,0,1,0,0,1,0,0,0
1.34,2.76,5.0,23,0,14.65,1,0,0,0,0,0,0,1,0
6.45,17.96,1.0,6,0,47.09,0,0,0,1,0,0,0,0,1
6.24,17.18,1.0,21,0,33.19,1,0,0,0,1,0,0,0,0
11.48,19.02,1.0,17,0,38.61,0,0,1,0,0,1,0,0,0
14.35,17.62,1.0,22,0,39.41,0,1,0,0,0,0,0,1,0
4.64,7.88,2.0,7,0,26.59,1,0,0,0,1,0,0,0,0
2.88,9.58,1.0,0,0,22.72,0,0,0,1,1,0,0,0,0
2.4,4.3,1.0,3,0,13.18,0,0,1,0,0,1,0,0,0
1.73,1.0,1.0,23,0,8.48,0,0,1,0,0,1,0,0,0
0.5,1.14,2.0,6,1,3.08,0,0,1,0,1,0,0,0,0
3.35,7.14,4.0,13,1,16.12,1,0,0,0,1,0,0,0,0
2.52,4.9,3.0,12,0,11.39,0,1,0,0,0,1,0,0,0
6.53,20.22,2.0,22,0,39.28,1,0,0,0,0,0,0,1,0
3.41,4.03,1.0,17,0,16.56,0,0,1,0,0,0,0,1,0
6.95,6.7,1.0,0,0,20.52,0,1,0,0,0,1,0,0,0
1.2,3.97,3.0,3,1,13.06,1,0,0,0,1,0,0,0,0
4.7,9.02,1.0,15,0,15.94,0,1,0,0,0,0,0,1,0
7.87,12.2,1.0,15,1,23.13,0,0,1,0,0,1,0,0,0
5.37,5.51,1.0,17,1,16.96,0,1,0,0,0,0,0,1,0
4.11,8.39,1.0,7,0,17.66,0,0,1,0,0,1,0,0,0
7.81,18.33,1.0,22,0,44.51,1,0,0,0,0,0,0,1,0
6.74,15.41,5.0,23,0,43.29,0,0,0,1,1,0,0,0,0
7.75,14.13,2.0,10,0,31.32,0,0,1,0,0,0,0,1,0
1.8,2.47,3.0,5,0,10.81,0,1,0,0,1,0,0,0,0
4.02,10.47,3.0,0,0,17.49,0,0,1,0,1,0,0,0,0
0.5,1.0,2.0,11,0,3.0,0,1,0,0,1,0,0,0,0
5.16,9.11,1.0,5,0,16.7,0,1,0,0,1,0,0,0,0
6.27,10.21,1.0,12,0,22.84,0,0,1,0,1,0,0,0,0
2.07,4.06,2.0,16,0,8.76,0,0,1,0,1,0,0,0,0
10.25,23.14,1.0,21,0,42.01,0,0,1,0,0,0,0,1,0
6.1,12.23,2.0,7,0,26.97,0,0,1,0,0,0,0,1,0
1.12,2.25,1.0,10,0,4.34,0,1,0,0,0,1,0,0,0
12.5,24.37,1.0,13,1,41.43,0,0,1,0,0,1,0,0,0
1.07,2.38,4.0,23,0,8.39,0,1,0,0,1,0,0,0,0
12.65,17.55,1.0,9,1,30.85,0,1,0,0,1,0,0,0,0
2.58,4.5,1.0,14,1,13.74,1,0,0,0,1,0,0,0,0
16.77,30.25,1.0,6,0,60.14,0,0,1,0,0,0,0,1,0
1.29,4.78,1.0,9,1,9.8,0,0,1,0,1,0,0,0,0
4.97,15.69,1.0,3,1,27.18,0,0,1,0,0,0,0,1,0
5.28,10.7,1.0,9,0,29.25,1,0,0,0,1,0,0,0,0
15.93,10.58,1.0,18,1,47.53,0,1,0,0,0,0,0,1,0
7.11,16.22,1.0,13,0,31.25,1,0,0,0,1,0,0,0,0
3.76,10.06,5.0,12,0,19.96,0,0,1,0,0,0,0,1,0
2.69,6.51,1.0,14,0,12.89,0,0,1,0,0,1,0,0,0
1.82,1.54,1.0,15,0,9.95,1,0,0,0,1,0,0,0,0
11.48,32.6,5.0,1,0,71.66,0,0,0,1,0,1,0,0,0
3.91,2.92,1.0,3,0,14.54,0,1,0,0,0,0,0,1,0
5.73,14.51,1.0,20,0,29.68,1,0,0,0,1,0,0,0,0
5.42,6.72,1.0,17,0,15.58,0,1,0,0,1,0,0,0,0
6.89,11.7,3.0,16,1,26.28,0,0,1,0,0,0,1,0,0
16.05,33.56,3.0,9,0,78.1,1,0,0,0,0,0,0,1,0
4.19,8.7,2.0,8,0,14.39,0,1,0,0,0,1,0,0,0
14.06,10.58,4.0,14,0,47.55,0,0,1,0,0,1,0,0,0
11.57,26.58,1.0,11,0,51.77,1,0,0,0,0,1,0,0,0
6.82,11.83,2.0,20,0,26.02,0,0,1,0,1,0,0,0,0
1.79,1.72,1.0,13,1,9.4,0,0,1,0,0,0,0,1,0
0.93,1.0,1.0,12,0,9.42,0,0,0,1,0,0,1,0,0
4.63,5.49,2.0,18,0,22.8,1,0,0,0,1,0,0,0,0
15.02,35.93,1.0,3,0,75.09,1,0,0,0,0,0,0,1,0
17.89,27.4,1.0,19,0,51.88,0,1,0,0,0,0,0,1,0
0.52,4.28,1.0,16,0,8.19,0,0,1,0,0,0,0,1,0
17.2,31.78,1.0,18,0,58.69,0,0,1,0,0,1,0,0,0
4.76,6.4,2.0,2,0,16.08,0,1,0,0,0,0,1,0,0
5.71,10.58,1.0,13,0,15.78,0,1,0,0,1,0,0,0,0
7.88,19.03,1.0,16,0,36.9,1,0,0,0,0,1,0,0,0
0.5,1.0,3.0,8,0,6.61,0,0,1,0,0,0,0,1,0
5.18,8.24,1.0,0,0,20.83,0,0,1,0,0,1,0,0,0
9.31,12.07,1.0,16,0,22.74,0,1,0,0,1,0,0,0,0
10.26,17.23,5.0,15,1,33.73,0,0,1,0,0,1,0,0,0
9.44,22.12,1.0,17,1,44.35,1,0,0,0,1,0,0,0,0
1.15,1.34,5.0,1,0,5.98,0,1,0,0,1,0,0,0,0
2.85,5.37,1.0,13,1,10.41,0,1,0,0,1,0,0,0,0
3.55,8.55,1.0,21,0,17.19,1,0,0,0,0,1,0,0,0
13.05,22.06,1.0,22,1,45.72,0,0,1,0,1,0,0,0,0
2.61,1.82,1.0,16,0,14.74,1,0,0,0,1,0,0,0,0
1.89,1.0,4.0,2,0,6.86,0,1,0,0,1,0,0,0,0
0.5,2.42,5.0,7,0,10.19,0,0,1,0,1,0,0,0,0
9.04,15.24,3.0,1,0,25.78,0,1,0,0,0,1,0,0,0
14.1,23.32,1.0,8,0,45.12,0,1,0,0,0,0,0,0,1
2.79,7.3,1.0,19,0,18.2,1,0,0,0,1,0,0,0,0
0.5,10.58,1.0,20,0,6.74,0,1,0,0,1,0,0,0,0
10.71,16.65,1.0,5,1,30.2,0,1,0,0,1,0,0,0,0
14.37,30.94,2.0,11,1,49.18,0,0,1,0,1,0,0,0,0
10.79,18.98,4.0,8,1,37.34,0,0,1,0,1,0,0,0,0
1.23,1.0,2.0,6,1,6.41,0,0,1,0,1,0,0,0,0
11.2,20.62,3.0,11,0,38.01,0,0,1,0,0,1,0,0,0
11.72,21.9,1.0,4,0,48.87,0,0,1,0,0,0,0,1,0
8.6,15.48,2.0,15,0,32.46,0,0,1,0,0,0,0,1,0
14.96,27.85,1.0,11,0,55.37,0,0,1,0,0,0,0,1,0
7.61,10.58,4.0,23,1,28.49,0,0,1,0,0,1,0,0,0
0.74,1.0,1.0,19,0,8.49,0,0,1,0,0,1,0,0,0
5.35,14.87,2.0,8,1,33.82,1,0,0,0,0,0,0,1,0
0.65,1.61,4.0,22,0,9.41,0,1,0,0,0,0,0,1,0
4.19,4.5,1.0,6,1,14.4,0,0,1,0,1,0,0,0,0
4.18,10.86,1.0,18,0,17.25,0,0,1,0,1,0,0,0,0
0.55,1.9,1.0,19,0,10.32,0,0,1,0,1,0,0,0,0
3.43,7.71,1.0,22,1,15.96,0,0,1,0,0,1,0,0,0
0.94,4.04,1.0,10,0,9.49,1,0,0,0,0,0,1,0,0
13.21,21.78,1.0,20,0,36.33,0,1,0,0,0,1,0,0,0
0.6,1.0,1.0,2,0,8.08,1,0,0,0,0,0,0,1,0
5.91,7.47,5.0,6,0,15.89,0,1,0,0,1,0,0,0,0
2.85,6.1,4.0,21,0,12.82,0,0,1,0,1,0,0,0,0
0.64,5.09,2.0,9,0,13.84,0,0,0,1,0,0,0,1,0
5.56,7.45,2.0,22,0,17.22,0,1,0,0,1,0,0,0,0
12.66,18.27,1.0,14,1,35.42,0,1,0,0,0,1,0,0,0
9.82,20.27,1.0,1,1,37.39,0,0,1,0,0,1,0,0,0
0.5,1.36,1.0,12,0,3.76,0,0,1,0,0,0,0,1,0
0.61,2.13,3.0,3,0,7.79,0,0,1,0,1,0,0,0,0
4.13,9.44,1.0,17,0,24.77,1,0,0,0,1,0,0,0,0
2.8,3.15,2.0,23,1,11.71,0,1,0,0,1,0,0,0,0
2.12,4.26,1.0,22,1,15.08,1,0,0,0,0,1,0,0,0
2.64,7.34,1.0,0,1,14.88,0,0,1,0,1,0,0,0,0
4.15,5.84,1.0,3,0,17.78,0,0,1,0,0,1,0,0,0
3.1,7.85,1.0,16,0,18.43,1,0,0,0,0,1,0,0,0
5.18,10.39,1.0,13,0,18.68,0,0,1,0,1,0,0,0,0
2.05,4.93,2.0,1,1,13.67,0,1,0,0,0,0,0,1,0
8.18,22.35,1.0,15,0,46.82,0,0,0,1,1,0,0,0,0
7.4,8.07,4.0,12,0,17.11,0,1,0,0,1,0,0,0,0
3.54,7.0,1.0,0,1,19.3,1,0,0,0,1,0,0,0,0
8.35,10.58,1.0,22,1,30.13,0,0,1,0,0,1,0,0,0
1.05,1.0,1.0,1,1,4.79,0,1,0,0,0,1,0,0,0
17.56,25.28,1.0,1,1,43.77,0,1,0,0,1,0,0,0,0
5.59,10.38,1.0,20,1,23.18,0,0,1,0,1,0,0,0,0
4.77,11.41,2.0,4,0,31.2,0,0,0,1,1,0,0,0,0
7.05,17.62,2.0,3,0,44.86,0,0,0,1,1,0,0,0,0
7.84,14.78,1.0,11,0,26.11,0,0,1,0,1,0,0,0,0
0.6,10.58,2.0,2,1,9.38,1,0,0,0,1,0,0,0,0
9.18,16.68,1.0,19,1,33.87,0,0,1,0,0,1,0,0,0
2.22,2.63,1.0,9,0,16.39,1,0,0,0,0,1,0,0,0
10.01,17.98,3.0,19,0,36.95,0,0,1,0,1,0,0,0,0
13.83,24.6,1.0,17,0,52.52,0,0,1,0,0,0,1,0,0
13.04,24.62,1.0,20,1,45.54,0,0,1,0,1,0,0,0,0
6.43,8.53,4.0,20,0,22.94,0,1,0,0,0,0,0,1,0
5.87,8.73,1.0,20,0,16.13,0,1,0,0,1,0,0,0,0
1.23,1.0,1.0,9,0,9.63,0,0,1,0,0,1,0,0,0
11.95,31.26,2.0,0,0,71.5,0,0,0,1,0,1,0,0,0
2.53,8.33,2.0,5,0,23.45,0,0,0,1,0,1,0,0,0
5.49,14.29,3.0,10,0,26.85,1,0,0,0,1,0,0,0,0
2.68,3.23,1.0,1,1,8.77,0,1,0,0,1,0,0,0,0
1.15,2.21,1.0,6,0,6.17,0,0,1,0,0,0,0,1,0
7.94,13.99,1.0,19,0,33.15,0,0,1,0,0,0,0,1,0
0.5,3.13,1.0,20,1,7.81,0,0,1,0,1,0,0,0,0
11.05,16.17,1.0,20,1,31.08,0,1,0,0,1,0,0,0,0
3.06,10.58,2.0,20,1,15.73,0,0,1,0,1,0,0,0,0
0.5,2.68,1.0,17,0,6.4,0,1,0,0,1,0,0,0,0
5.73,11.77,1.0,20,1,29.38,1,0,0,0,1,0,0,0,0
0.5,1.48,1.0,18,0,10.45,1,0,0,0,1,0,0,0,0
2.59,2.76,5.0,3,1,14.59,0,0,1,0,0,0,0,1,0
9.82,10.58,4.0,12,0,34.63,0,0,1,0,0,1,0,0,0
0.52,10.58,6.0,17,0,6.57,0,1,0,0,0,0,0,1,0
14.63,24.85,1.0,19,0,56.4,0,0,1,0,0,0,0,1,0
0.5,1.0,1.0,23,0,6.65,0,0,1,0,0,1,0,0,0
2.27,5.85,1.0,12,1,15.15,1,0,0,0,0,1,0,0,0
10.8,20.08,2.0,18,0,32.0,0,1,0,0,1,0,0,0,0
3.04,7.47,1.0,16,0,13.04,0,0,1,0,0,1,0,0,0
0.86,1.0,1.0,0,0,7.21,0,1,0,0,0,1,0,0,0
3.57,4.99,1.0,5,0,17.43,0,0,1,0,0,0,0,1,0
2.52,1.35,1.0,18,1,8.09,0,1,0,0,1,0,0,0,0
14.8,29.18,1.0,19,1,54.35,0,0,1,0,0,1,0,0,0
3.01,7.49,1.0,0,1,13.48,0,0,1,0,1,0,0,0,0
12.44,27.66,1.0,7,0,64.48,1,0,0,0,0,0,0,1,0
17.8,26.21,1.0,16,0,47.78,0,1,0,0,0,0,0,1,0
4.55,6.92,1.0,20,0,17.02,0,1,0,0,0,1,0,0,0
3.79,5.82,1.0,14,0,13.13,0,1,0,0,0,0,0,1,0
0.75,1.0,1.0,6,0,5.78,0,0,1,0,0,0,1,0,0
9.29,19.78,1.0,15,0,40.62,1,0,0,0,1,0,0,0,0
5.45,12.75,2.0,6,0,23.49,0,0,1,0,0,0,1,0,0
3.92,6.91,5.0,16,0,13.29,0,1,0,0,0,1,0,0,0
8.01,14.33,2.0,3,1,31.05,0,0,1,0,1,0,0,0,0
9.74,16.79,1.0,11,0,39.27,1,0,0,0,1,0,0,0,0
0.5,10.58,1.0,12,0,5.72,0,0,1,0,1,0,0,0,0
1.46,10.58,1.0,3,0,9.23,0,1,0,0,0,0,0,1,0
9.99,23.93,1.0,20,1,49.31,1,0,0,0,1,0,0,0,0
8.78,17.15,1.0,0,1,32.4,0,0,1,0,1,0,0,0,0
11.45,26.98,1.0,6,0,50.84,1,0,0,0,1,0,0,0,0
9.7,22.56,2.0,0,0,45.97,1,0,0,0,1,0,0,0,0
2.83,2.71,1.0,15,1,13.15,0,1,0,0,0,0,1,0,0
0.89,3.81,4.0,17,1,11.5,0,0,1,0,0,1,0,0,0
12.18,23.51,1.0,21,1,44.78,0,0,1,0,0,0,0,1,0
8.27,15.22,1.0,14,0,27.08,0,0,1,0,0,1,0,0,0
0.5,3.7,1.0,5,1,7.81,0,0,1,0,1,0,0,0,0
3.57,7.56,2.0,1,0,23.99,1,0,0,0,0,0,0,1,0
5.55,15.02,4.0,3,0,32.1,1,0,0,0,1,0,0,0,0
4.54,7.31,1.0,12,0,12.29,0,1,0,0,1,0,0,0,0
4.9,10.76,1.0,22,0,26.75,1,0,0,0,0,1,0,0,0
1.87,2.22,5.0,21,0,9.42,0,0,1,0,1,0,0,0,0
3.68,6.54,5.0,10,0,14.78,0,1,0,0,0,0,0,1,0
3.69,7.16,1.0,12,1,13.54,0,1,0,0,0,0,1,0,0
0.5,1.0,2.0,10,0,5.63,0,1,0,0,0,0,0,1,0
11.67,10.58,1.0,18,0,41.8,0,0,1,0,1,0,0,0,0
4.31,8.58,2.0,7,0,21.16,0,0,1,0,0,1,0,0,0
15.2,35.35,1.0,15,1,67.09,1,0,0,0,1,0,0,0,0
1.91,3.35,1.0,2,0,15.15,1,0,0,0,1,0,0,0,0
8.57,18.55,1.0,16,0,30.55,0,0,1,0,1,0,0,0,0
5.11,10.58,1.0,17,1,26.97,1,0,0,0,0,1,0,0,0
16.97,34.84,1.0,14,1,63.58,0,0,1,0,0,0,0,1,0
1.94,3.9,3.0,16,0,10.66,0,0,1,0,0,1,0,0,0
9.06,13.5,1.0,10,1,28.49,0,0,1,0,0,1,0,0,0
7.49,6.89,1.0,4,0,21.69,0,1,0,0,0,0,0,1,0
2.8,3.78,3.0,15,1,9.95,0,1,0,0,0,1,0,0,0
1.18,4.88,1.0,14,0,5.05,0,0,1,0,0,1,0,0,0
8.44,15.12,1.0,9,1,23.74,0,1,0,0,1,0,0,0,0
10.73,25.28,1.0,13,0,46.79,1,0,0,0,1,0,0,0,0
3.03,7.16,2.0,1,0,22.62,0,0,0,1,1,0,0,0,0
8.28,11.59,1.0,15,0,23.65,0,1,0,0,0,0,0,1,0
4.02,7.95,1.0,18,0,19.96,0,0,1,0,0,0,0,1,0
9.99,25.4,1.0,7,1,47.03,1,0,0,0,1,0,0,0,0
1.78,4.48,2.0,14,0,11.21,0,0,1,0,1,0,0,0,0
2.71,7.59,2.0,4,0,15.59,1,0,0,0,1,0,0,0,0
3.67,7.38,1.0,19,0,15.05,0,1,0,0,1,0,0,0,0
0.5,1.0,1.0,15,1,3.0,0,1,0,0,1,0,0,0,0
0.95,1.0,4.0,20,0,11.01,0,0,0,1,1,0,0,0,0
5.8,14.32,1.0,21,0,34.92,0,0,0,1,1,0,0,0,0
2.49,2.27,1.0,11,1,9.1,0,0,1,0,1,0,0,0,0
14.44,21.67,2.0,22,1,38.91,0,1,0,0,0,1,0,0,0
0.5,1.0,3.0,12,0,4.86,0,0,1,0,0,0,0,0,1
3.81,5.26,1.0,8,0,15.94,0,0,1,0,1,0,0,0,0
3.29,9.18,2.0,16,1,20.92,0,0,0,1,1,0,0,0,0
0.5,1.0,2.0,19,1,7.46,1,0,0,0,1,0,0,0,0
1.06,1.02,1.0,11,1,10.3,0,0,1,0,0,1,0,0,0
4.27,9.28,2.0,4,1,18.23,0,0,1,0,0,1,0,0,0
5.43,10.17,3.0,23,1,25.11,1,0,0,0,1,0,0,0,0
4.14,9.36,6.0,11,1,19.14,0,0,1,0,1,0,0,0,0
6.06,7.48,1.0,0,1,19.95,0,1,0,0,1,0,0,0,0
7.23,14.1,2.0,19,0,31.45,0,0,1,0,0,0,0,1,0
0.5,1.0,1.0,15,0,4.1,0,0,1,0,1,0,0,0,0
4.99,12.51,1.0,11,0,24.1,1,0,0,0,1,0,0,0,0
5.86,11.92,1.0,12,1,22.89,0,0,1,0,1,0,0,0,0
9.05,15.88,1.0,16,1,30.14,0,0,1,0,1,0,0,0,0
2.99,6.72,1.0,16,1,15.7,0,0,1,0,0,0,0,1,0
11.9,24.01,1.0,3,1,42.21,0,0,1,0,1,0,0,0,0
11.86,27.81,1.0,13,0,58.05,1,0,0,0,0,0,0,1,0
5.89,10.08,1.0,18,1,22.76,0,0,1,0,0,1,0,0,0
1.07,1.0,1.0,2,0,10.04,1,0,0,0,0,1,0,0,0
0.5,1.16,2.0,0,0,5.46,0,1,0,0,0,1,0,0,0
11.76,18.89,4.0,11,1,32.51,0,1,0,0,1,0,0,0,0
13.17,27.83,1.0,14,0,45.43,0,0,1,0,1,0,0,0,0
1.02,4.53,1.0,10,1,8.26,0,0,1,0,0,1,0,0,0
2.47,2.68,2.0,9,0,12.8,0,0,1,0,0,1,0,0,0
0.5,1.17,2.0,1,0,4.54,0,1,0,0,0,1,0,0,0
2.78,7.66,1.0,3,0,23.66,0,0,0,1,1,0,0,0,0
11.87,20.24,2.0,16,0,31.73,0,1,0,0,0,0,1,0,0
5.84,12.16,1.0,16,1,26.4,1,0,0,0,0,1,0,0,0
3.42,6.89,1.0,7,0,12.53,0,1,0,0,0,1,0,0,0
3.72,5.0,1.0,22,1,16.33,0,0,1,0,0,1,0,0,0
0.5,1.0,1.0,13,1,4.67,0,0,1,0,1,0,0,0,0
2.85,3.57,1.0,23,1,13.33,0,0,1,0,0,0,0,0,1
8.32,11.67,2.0,3,0,31.61,0,0,1,0,1,0,0,0,0
15.02,27.65,1.0,18,0,50.93,0,0,1,0,1,0,0,0,0
0.5,3.79,6.0,23,0,10.28,0,0,1,0,0,0,1,0,0
12.23,27.22,1.0,2,1,56.35,1,0,0,0,0,1,0,0,0
12.13,25.32,1.0,19,0,59.39,1,0,0,0,0,0,1,0,0
4.9,10.58,2.0,5,0,17.98,0,1,0,0,0,0,1,0,0
4.06,10.65,4.0,22,0,29.88,0,0,0,1,1,0,0,0,0
2.89,7.56,1.0,6,0,19.74,0,0,0,1,1,0,0,0,0
0.54,1.0,2.0,13,0,6.49,1,0,0,0,0,1,0,0,0
2.07,1.0,1.0,11,1,8.63,0,0,1,0,0,0,1,0,0
2.27,1.32,1.0,15,0,8.29,0,0,1,0,1,0,0,0,0
5.29,10.4,1.0,19,1,26.45,1,0,0,0,1,0,0,0,0
11.01,26.83,2.0,7,0,52.85,1,0,0,0,0,1,0,0,0
5.14,6.95,1.0,22,1,23.75,1,0,0,0,1,0,0,0,0
0.5,2.02,1.0,1,0,6.94,0,0,1,0,0,1,0,0,0
12.3,27.96,2.0,20,0,60.58,1,0,0,0,0,0,1,0,0
6.29,9.65,4.0,15,0,21.44,0,0,1,0,1,0,0,0,0
0.63,6.7,1.0,15,1,7.02,0,0,1,0,1,0,0,0,0
3.64,6.11,1.0,19,0,15.45,0,1,0,0,0,0,0,1,0
2.04,4.23,1.0,5,0,15.03,1,0,0,0,0,1,0,0,0
1.74,1.66,1.0,3,0,8.71,0,1,0,0,0,0,0,1,0
1.21,3.01,2.0,15,0,6.59,0,0,1,0,0,0,1,0,0
7.79,19.48,2.0,22,0,39.13,1,0,0,0,1,0,0,0,0
12.16,23.96,2.0,22,1,61.44,1,0,0,0,0,0,0,0,1
6.91,11.6,2.0,20,0,31.32,1,0,0,0,1,0,0,0,0
1.27,1.0,3.0,12,0,5.96,0,0,1,0,0,1,0,0,0
13.33,24.69,1.0,4,0,45.52,0,0,1,0,1,0,0,0,0
8.08,18.94,2.0,14,0,36.79,1,0,0,0,1,0,0,0,0
3.93,3.96,2.0,7,1,18.36,0,0,1,0,0,1,0,0,0
8.97,16.41,5.0,6,1,32.49,0,0,1,0,1,0,0,0,0
2.41,4.38,1.0,13,1,10.67,0,0,1,0,1,0,0,0,0
3.39,4.66,1.0,6,1,12.39,0,0,1,0,1,0,0,0,0
19.96,36.36,2.0,21,0,65.47,0,0,1,0,0,1,0,0,0
2.75,3.7,2.0,6,0,9.57,0,0,1,0,1,0,0,0,0
5.08,10.45,1.0,22,0,19.1,0,0,1,0,0,1,0,0,0
