trip_distance,trip_duration,passenger_count,pickup_hour,is_weekend,traffic_condition,weather_condition,fare_amount,avg_speed_kmh,is_peak_hour,is_night_ride,fare_per_km,duration_per_km,distance_bucket,hour_period
9.54,12.17,2.0,12,0,Low,Rainy,25.51,47.03,0,0,2.674,1.2757,1,2
9.83,18.14,1.0,14,1,Low,Clear,26.38,32.51,0,0,2.6836,1.8454,1,2
1.32,2.53,4.0,5,0,Medium,Rainy,9.56,31.3,0,1,7.2424,1.9167,0,0
6.87,18.19,2.0,5,0,Very High,Cloudy,42.97,22.66,0,1,6.2547,2.6477,1,0
7.47,14.7,1.0,3,0,High,Clear,36.08,30.49,0,1,4.83,1.9679,1,0
4.41,7.29,1.0,10,0,Medium,Foggy,16.97,36.3,0,0,3.8481,1.6531,0,1
10.67,13.85,1.0,20,0,Low,Cloudy,25.89,46.22,1,0,2.4264,1.298,1,3
4.79,13.73,1.0,2,0,Very High,Rainy,38.21,20.93,0,1,7.977,2.8664,0,0
0.96,1.78,1.0,11,0,Very High,Clear,9.71,32.36,0,0,10.1146,1.8542,0,1
14.61,23.58,1.0,20,1,Low,Clear,38.47,37.18,1,0,2.6331,1.614,1,3
1.07,2.34,3.0,5,0,Very High,Rainy,13.77,27.44,0,1,12.8692,2.1869,0,0
16.32,28.78,1.0,5,0,Medium,Clear,54.12,34.02,0,1,3.3162,1.7635,2,0
5.85,10.15,5.0,7,0,Medium,Cloudy,23.49,34.58,1,0,4.0154,1.735,1,1
7.16,12.27,1.0,14,1,Medium,Clear,24.19,35.01,0,0,3.3785,1.7137,1,2
4.07,8.93,1.0,17,0,Very High,Cloudy,29.19,27.35,1,0,7.172,2.1941,0,2
0.5,1.0,1.0,19,0,Low,Snowy,4.51,30.0,1,0,9.02,2.0,0,3
3.27,7.57,1.0,15,1,High,Cloudy,18.51,25.92,0,0,5.6606,2.315,0,2
12.99,20.08,2.0,5,0,Low,Snowy,41.29,38.81,0,1,3.1786,1.5458,1,0
0.5,1.0,1.0,20,0,Very High,Rainy,10.6,30.0,1,0,21.2,2.0,0,3
3.25,3.69,2.0,16,0,Medium,Clear,11.69,52.85,0,0,3.5969,1.1354,0,2
4.06,5.38,2.0,8,0,Low,Rainy,15.21,45.28,1,0,3.7463,1.3251,0,1
6.17,10.81,3.0,18,1,Low,Clear,20.52,34.25,1,0,3.3258,1.752,1,3
20.19,10.58,1.0,17,0,Medium,Cloudy,69.9,114.5,1,0,3.4621,0.524,2,2
3.4,5.13,1.0,22,1,Low,Cloudy,13.57,39.77,0,1,3.9912,1.5088,0,3
3.41,5.07,2.0,4,1,Medium,Foggy,16.53,40.36,0,1,4.8475,1.4868,0,0
10.7,22.32,1.0,5,0,Medium,Clear,38.06,28.76,0,1,3.557,2.086,1,0
4.82,6.22,2.0,11,0,Low,Rainy,13.87,46.5,0,0,2.8776,1.2905,0,1
2.04,5.15,1.0,10,0,Medium,Foggy,9.92,23.77,0,0,4.8627,2.5245,0,1
4.82,11.07,1.0,15,0,Medium,Clear,18.73,26.12,0,0,3.8859,2.2967,0,2
1.21,5.35,3.0,19,0,Medium,Foggy,11.51,13.57,1,0,9.5124,4.4215,0,3
1.55,1.0,3.0,16,0,Medium,Clear,8.28,93.0,0,0,5.3419,0.6452,0,2
5.52,7.55,2.0,19,0,Medium,Clear,21.04,43.87,1,0,3.8116,1.3678,1,3
4.34,10.47,4.0,8,1,Medium,Foggy,19.14,24.87,1,0,4.4101,2.4124,0,1
19.71,31.57,2.0,0,0,Low,Clear,49.1,37.46,0,1,2.4911,1.6017,2,0
3.6,10.58,1.0,2,0,Low,Cloudy,11.13,20.42,0,1,3.0917,2.9389,0,0
6.95,3.95,5.0,20,1,Low,Cloudy,18.8,105.57,1,0,2.705,0.5683,1,3
8.0,18.76,2.0,22,0,High,Clear,35.33,25.59,0,1,4.4162,2.345,1,3
0.5,1.0,2.0,8,0,Medium,Cloudy,9.29,30.0,1,0,18.58,2.0,0,1
8.71,14.68,1.0,21,0,Medium,Clear,26.53,35.6,0,0,3.0459,1.6854,1,3
1.57,4.01,4.0,18,0,High,Clear,12.84,23.49,1,0,8.1783,2.5541,0,3
1.29,5.58,1.0,22,0,Medium,Foggy,11.88,13.87,0,1,9.2093,4.3256,0,3
4.28,5.67,1.0,13,0,Low,Cloudy,10.79,45.29,0,0,2.521,1.3248,0,2
0.71,1.0,1.0,19,1,High,Clear,10.95,42.6,1,0,15.4225,1.4085,0,3
5.58,13.73,3.0,22,0,High,Rainy,32.51,24.38,0,1,5.8262,2.4606,1,3
7.24,16.11,1.0,6,0,High,Clear,32.85,26.96,0,0,4.5373,2.2251,1,1
0.56,1.37,1.0,3,0,High,Clear,7.41,24.53,0,1,13.2321,2.4464,0,0
11.09,25.03,3.0,11,0,High,Clear,52.57,26.58,0,0,4.7403,2.257,1,1
1.88,4.91,1.0,22,1,Medium,Clear,11.65,22.97,0,1,6.1968,2.6117,0,3
1.84,3.79,1.0,1,0,Very High,Clear,17.19,29.13,0,1,9.3424,2.0598,0,0
1.69,5.66,4.0,0,0,Very High,Foggy,18.91,17.92,0,1,11.1893,3.3491,0,0
0.5,1.0,1.0,17,0,Medium,Cloudy,11.26,30.0,1,0,22.52,2.0,0,2
5.11,7.44,1.0,19,0,Medium,Clear,19.3,41.21,1,0,3.7769,1.456,1,3
6.66,16.61,1.0,7,0,High,Foggy,38.93,24.06,1,0,5.8453,2.494,1,1
0.54,1.0,1.0,2,0,Medium,Rainy,6.43,32.4,0,1,11.9074,1.8519,0,0
11.95,15.71,2.0,5,0,Low,Clear,31.64,45.64,0,1,2.6477,1.3146,1,0
4.83,9.07,1.0,21,0,Medium,Cloudy,15.38,31.95,0,0,3.1843,1.8778,0,3
5.95,10.68,1.0,12,0,Low,Clear,16.33,33.43,0,0,2.7445,1.795,1,2
4.65,5.82,2.0,8,0,Medium,Cloudy,19.76,47.94,1,0,4.2495,1.2516,0,1
4.1,13.03,2.0,8,1,High,Clear,25.77,18.88,1,0,6.2854,3.178,0,1
6.56,13.45,1.0,19,0,Medium,Clear,23.86,29.26,1,0,3.6372,2.0503,1,3
1.35,5.03,3.0,8,1,Very High,Cloudy,16.51,16.1,1,0,12.2296,3.7259,0,1
1.61,4.59,5.0,14,0,Very High,Cloudy,17.44,21.05,0,0,10.8323,2.8509,0,2
3.74,6.28,1.0,15,0,Medium,Snowy,19.97,35.73,0,0,5.3396,1.6791,0,2
2.53,6.26,2.0,1,0,Medium,Clear,11.34,24.25,0,1,4.4822,2.4743,0,0
8.26,17.74,1.0,13,0,High,Cloudy,37.17,27.94,0,0,4.5,2.1477,1,2
4.2,7.31,1.0,5,1,Medium,Clear,17.69,34.47,0,1,4.2119,1.7405,0,0
0.5,3.87,3.0,1,0,Medium,Cloudy,7.18,7.75,0,1,14.36,7.74,0,0
1.36,3.33,3.0,7,0,Medium,Clear,10.29,24.5,1,0,7.5662,2.4485,0,1
10.07,24.74,1.0,3,0,High,Clear,49.28,24.42,0,1,4.8937,2.4568,1,0
8.61,22.36,1.0,20,1,High,Clear,44.55,23.1,1,0,5.1742,2.597,1,3
0.5,2.26,1.0,23,0,High,Clear,6.18,13.27,0,1,12.36,4.52,0,3
2.01,3.05,2.0,13,0,High,Cloudy,12.28,39.54,0,0,6.1095,1.5174,0,2
2.1,8.21,3.0,10,1,High,Clear,14.17,15.35,0,0,6.7476,3.9095,0,1
8.92,10.58,1.0,23,0,Medium,Clear,30.22,50.59,0,1,3.3879,1.1861,1,3
0.5,1.92,1.0,13,0,Low,Rainy,3.82,15.62,0,0,7.64,3.84,0,2
0.88,2.16,3.0,11,0,High,Clear,5.42,24.44,0,0,6.1591,2.4545,0,1
12.87,21.53,1.0,15,1,Low,Clear,32.86,35.87,0,0,2.5532,1.6729,1,2
1.57,8.3,2.0,5,1,Very High,Clear,17.88,11.35,0,1,11.3885,5.2866,0,0
8.46,18.92,1.0,19,1,High,Clear,39.01,26.83,1,0,4.6111,2.2364,1,3
2.18,7.2,4.0,0,0,High,Clear,16.49,18.17,0,1,7.5642,3.3028,0,0
0.84,2.46,1.0,11,1,Very High,Clear,7.96,20.49,0,0,9.4762,2.9286,0,1
2.23,1.0,1.0,6,0,Medium,Clear,10.17,133.8,0,0,4.5605,0.4484,0,1
10.25,12.57,1.0,7,0,Low,Rainy,30.83,48.93,1,0,3.0078,1.2263,1,1
15.49,29.89,3.0,8,0,Medium,Clear,53.24,31.09,1,0,3.4371,1.9296,2,1
14.19,28.63,1.0,1,0,Medium,Rainy,56.89,29.74,0,1,4.0092,2.0176,1,0
4.05,8.81,1.0,16,0,Medium,Rainy,18.34,27.58,0,0,4.5284,2.1753,0,2
8.82,18.08,6.0,19,0,Medium,Clear,35.05,29.27,1,0,3.9739,2.0499,1,3
1.84,9.46,4.0,12,1,High,Clear,14.06,11.67,0,0,7.6413,5.1413,0,2
2.78,6.27,5.0,4,0,Medium,Clear,14.87,26.6,0,1,5.3489,2.2554,0,0
18.13,33.46,1.0,9,0,Medium,Cloudy,63.37,32.51,1,0,3.4953,1.8456,2,1
0.5,1.0,4.0,11,1,Medium,Cloudy,6.66,30.0,0,0,13.32,2.0,0,1
0.72,4.62,1.0,16,0,Medium,Cloudy,3.0,9.35,0,0,4.1667,6.4167,0,2
1.86,1.0,1.0,20,0,Low,Cloudy,10.69,111.6,1,0,5.7473,0.5376,0,3
0.5,3.41,1.0,5,0,Medium,Clear,6.41,8.8,0,1,12.82,6.82,0,0
1.6,3.75,1.0,2,0,High,Rainy,14.45,25.6,0,1,9.0312,2.3438,0,0
7.0,11.46,1.0,14,0,Medium,Clear,21.83,36.65,0,0,3.1186,1.6371,1,2
4.38,3.67,1.0,6,0,Low,Snowy,15.79,71.61,0,0,3.605,0.8379,0,1
17.85,36.43,3.0,5,1,Medium,Clear,59.44,29.4,0,1,3.33,2.0409,2,0
13.61,23.8,1.0,3,0,Medium,Clear,47.38,34.31,0,1,3.4813,1.7487,1,0
3.35,10.58,1.0,18,0,High,Foggy,21.97,19.0,1,0,6.5582,3.1582,0,3
2.4,4.89,1.0,4,0,Very High,Cloudy,19.44,29.45,0,1,8.1,2.0375,0,0
3.82,12.81,4.0,2,0,High,Rainy,25.15,17.89,0,1,6.5838,3.3534,0,0
7.14,13.58,1.0,8,0,Medium,Clear,29.09,31.55,1,0,4.0742,1.902,1,1
2.5,1.99,1.0,5,1,Medium,Foggy,12.24,75.38,0,1,4.896,0.796,0,0
7.83,10.89,1.0,12,1,Low,Foggy,22.9,43.14,0,0,2.9246,1.3908,1,2
4.21,10.68,4.0,21,0,Medium,Clear,14.79,23.65,0,0,3.5131,2.5368,0,3
6.42,10.08,1.0,19,1,Medium,Clear,23.41,38.21,1,0,3.6464,1.5701,1,3
4.58,9.93,1.0,3,0,High,Cloudy,25.4,27.67,0,1,5.5459,2.1681,0,0
2.79,6.56,1.0,1,0,Low,Foggy,10.33,25.52,0,1,3.7025,2.3513,0,0
11.54,19.2,1.0,7,0,Medium,Foggy,42.39,36.06,1,0,3.6733,1.6638,1,1
1.21,3.26,2.0,12,1,High,Clear,8.09,22.27,0,0,6.686,2.6942,0,2
16.23,24.04,1.0,9,0,Low,Foggy,46.11,40.51,1,0,2.841,1.4812,2,1
5.35,10.14,5.0,17,0,Medium,Clear,23.55,31.66,1,0,4.4019,1.8953,1,2
18.0,28.89,2.0,8,1,Low,Clear,45.66,37.38,1,0,2.5367,1.605,2,1
12.87,24.61,2.0,0,1,Medium,Cloudy,47.41,31.38,0,1,3.6838,1.9122,1,0
4.43,6.46,1.0,12,1,Low,Cloudy,13.72,41.15,0,0,3.0971,1.4582,0,2
0.5,1.0,1.0,17,0,Low,Clear,3.33,30.0,1,0,6.66,2.0,0,2
2.5,5.9,1.0,14,0,Low,Foggy,9.43,25.42,0,0,3.772,2.36,0,2
6.24,10.26,2.0,1,0,Medium,Foggy,25.86,36.49,0,1,4.1442,1.6442,1,0
8.03,10.72,5.0,10,0,Medium,Rainy,30.25,44.94,0,0,3.7671,1.335,1,1
2.39,5.11,1.0,13,1,High,Clear,9.33,28.06,0,0,3.9038,2.1381,0,2
1.2,10.58,4.0,21,1,Low,Clear,5.63,6.81,0,0,4.6917,8.8167,0,3
14.41,20.78,1.0,14,1,Low,Cloudy,37.69,41.61,0,0,2.6155,1.4421,1,2
5.97,13.15,1.0,15,1,High,Clear,27.73,27.24,0,0,4.6449,2.2027,1,2
1.51,2.78,1.0,22,1,Medium,Cloudy,11.13,32.59,0,1,7.3709,1.8411,0,3
2.54,2.17,1.0,14,0,Medium,Cloudy,8.18,70.23,0,0,3.2205,0.8543,0,2
0.5,10.58,2.0,18,0,High,Rainy,11.77,2.84,1,0,23.54,21.16,0,3
19.66,31.54,2.0,8,1,Medium,Clear,64.07,37.4,1,0,3.2589,1.6043,2,1
1.0,2.96,1.0,4,0,Medium,Cloudy,6.85,20.27,0,1,6.85,2.96,0,0
6.87,10.93,1.0,4,1,Low,Clear,21.03,37.71,0,1,3.0611,1.591,1,0
2.56,4.83,1.0,10,0,Low,Clear,10.97,31.8,0,0,4.2852,1.8867,0,1
6.46,14.55,1.0,19,1,Very High,Foggy,43.95,26.64,1,0,6.8034,2.2523,1,3
8.43,16.39,1.0,23,1,Medium,Clear,31.8,30.86,0,1,3.7722,1.9442,1,3
14.16,25.46,2.0,3,0,Medium,Snowy,56.32,33.37,0,1,3.9774,1.798,1,0
1.85,8.48,2.0,19,1,Very High,Clear,19.77,13.09,1,0,10.6865,4.5838,0,3
0.5,1.89,2.0,17,0,High,Cloudy,8.46,15.87,1,0,16.92,3.78,0,2
1.18,1.0,2.0,2,0,Medium,Clear,8.57,70.8,0,1,7.2627,0.8475,0,0
7.28,18.55,1.0,6,1,High,Clear,35.09,23.55,0,0,4.8201,2.5481,1,1
7.34,13.31,2.0,7,1,Low,Clear,24.37,33.09,1,0,3.3202,1.8134,1,1
8.75,16.77,1.0,23,0,Medium,Rainy,35.76,31.31,0,1,4.0869,1.9166,1,3
1.54,3.05,2.0,15,0,Medium,Foggy,6.67,30.3,0,0,4.3312,1.9805,0,2
19.67,28.84,1.0,19,0,Low,Cloudy,51.55,40.92,1,0,2.6207,1.4662,2,3
4.34,8.09,1.0,14,0,Medium,Rainy,18.63,32.19,0,0,4.2926,1.8641,0,2
3.86,9.67,2.0,6,1,Medium,Clear,17.04,23.95,0,0,4.4145,2.5052,0,1
5.85,8.08,1.0,16,0,Low,Cloudy,15.95,43.44,0,0,2.7265,1.3812,1,2
0.5,2.26,1.0,21,0,Medium,Rainy,6.92,13.27,0,0,13.84,4.52,0,3
1.45,1.66,2.0,21,0,Medium,Clear,7.99,52.41,0,0,5.5103,1.1448,0,3
10.72,22.13,3.0,21,0,Medium,Rainy,41.0,29.06,0,0,3.8246,2.0644,1,3
0.69,2.76,1.0,11,1,High,Foggy,8.87,15.0,0,0,12.8551,4.0,0,1
7.39,19.13,1.0,17,0,High,Foggy,42.13,23.18,1,0,5.7009,2.5886,1,2
2.25,10.18,1.0,23,0,Very High,Clear,20.76,13.26,0,1,9.2267,4.5244,0,3
3.95,2.24,2.0,13,1,Medium,Clear,14.14,105.8,0,0,3.5797,0.5671,0,2
2.73,7.85,1.0,14,1,High,Cloudy,16.08,20.87,0,0,5.8901,2.8755,0,2
3.52,9.12,4.0,14,1,High,Clear,18.35,23.16,0,0,5.2131,2.5909,0,2
10.16,24.52,1.0,4,1,High,Foggy,51.55,24.86,0,1,5.0738,2.4134,1,0
2.82,7.04,1.0,15,1,High,Clear,17.05,24.03,0,0,6.0461,2.4965,0,2
6.69,13.02,1.0,4,0,Medium,Rainy,30.32,30.83,0,1,4.5321,1.9462,1,0
5.17,10.37,1.0,1,0,Medium,Clear,21.74,29.91,0,1,4.205,2.0058,1,0
8.72,22.09,2.0,19,0,High,Cloudy,44.91,23.68,1,0,5.1502,2.5333,1,3
10.55,24.48,5.0,21,0,High,Clear,51.38,25.86,0,0,4.8701,2.3204,1,3
1.94,2.54,1.0,8,0,Low,Clear,8.06,45.83,1,0,4.1546,1.3093,0,1
0.5,1.0,1.0,3,0,Medium,Cloudy,6.22,30.0,0,1,12.44,2.0,0,0
2.43,3.73,1.0,14,1,Medium,Rainy,11.81,39.09,0,0,4.8601,1.535,0,2
7.23,20.37,4.0,10,0,High,Clear,34.01,21.3,0,0,4.704,2.8174,1,1
0.5,1.0,3.0,0,0,High,Clear,9.4,30.0,0,1,18.8,2.0,0,0
5.49,11.79,1.0,17,0,Medium,Rainy,24.15,27.94,1,0,4.3989,2.1475,1,2
7.27,18.39,5.0,0,1,High,Rainy,41.71,23.72,0,1,5.7373,2.5296,1,0
3.25,3.81,1.0,7,0,Low,Clear,11.2,51.18,1,0,3.4462,1.1723,0,1
11.79,22.7,2.0,15,0,Medium,Clear,38.38,31.16,0,0,3.2553,1.9254,1,2
0.9,4.21,3.0,21,0,Medium,Clear,8.24,12.83,0,0,9.1556,4.6778,0,3
0.62,1.0,2.0,17,0,High,Clear,7.67,37.2,1,0,12.371,1.6129,0,2
10.42,26.85,4.0,21,0,High,Clear,46.36,23.28,0,0,4.4491,2.5768,1,3
5.47,12.49,4.0,8,0,Medium,Cloudy,23.29,26.28,1,0,4.2578,2.2834,1,1
9.33,16.07,6.0,11,0,Medium,Foggy,36.0,34.84,0,0,3.8585,1.7224,1,1
4.56,6.33,1.0,18,1,Medium,Clear,20.4,43.22,1,0,4.4737,1.3882,0,3
2.26,4.57,1.0,17,0,Medium,Rainy,14.86,29.67,1,0,6.5752,2.0221,0,2
13.68,36.51,2.0,4,0,Very High,Cloudy,79.45,22.48,0,1,5.8077,2.6689,1,0
12.85,24.07,2.0,1,1,High,Foggy,58.77,32.03,0,1,4.5735,1.8732,1,0
9.49,16.81,1.0,6,0,Medium,Rainy,37.54,33.87,0,0,3.9557,1.7713,1,1
2.54,9.11,1.0,9,0,Medium,Rainy,17.2,16.73,1,0,6.7717,3.5866,0,1
7.14,9.82,3.0,14,0,Low,Cloudy,17.62,43.63,0,0,2.4678,1.3754,1,2
3.58,7.47,5.0,6,1,Medium,Rainy,20.21,28.76,0,0,5.6453,2.0866,0,1
0.77,3.19,1.0,4,1,High,Clear,9.4,14.48,0,1,12.2078,4.1429,0,0
19.94,29.83,1.0,14,0,Low,Clear,48.75,40.11,0,0,2.4448,1.496,2,2
1.18,2.08,1.0,19,0,High,Foggy,11.49,34.04,1,0,9.7373,1.7627,0,3
4.72,13.53,2.0,14,0,Very High,Clear,31.45,20.93,0,0,6.6631,2.8665,0,2
1.64,2.28,4.0,9,0,Low,Rainy,9.48,43.16,1,0,5.7805,1.3902,0,1
6.25,16.13,1.0,23,0,High,Clear,32.77,23.25,0,1,5.2432,2.5808,1,3
16.51,36.33,2.0,13,0,High,Clear,68.11,27.27,0,0,4.1254,2.2005,2,2
10.54,13.28,2.0,9,0,Low,Cloudy,28.6,47.62,1,0,2.7135,1.26,1,1
13.14,21.39,1.0,16,0,Medium,Cloudy,42.56,36.86,0,0,3.239,1.6279,1,2
8.6,21.13,2.0,20,0,High,Cloudy,42.71,24.42,1,0,4.9663,2.457,1,3
9.43,17.35,2.0,13,0,Medium,Clear,32.49,32.61,0,0,3.4454,1.8399,1,2
15.13,30.02,3.0,1,0,Medium,Foggy,55.94,30.24,0,1,3.6973,1.9841,2,0
2.3,6.66,1.0,15,1,Very High,Foggy,19.24,20.72,0,0,8.3652,2.8957,0,2
5.38,5.33,2.0,12,0,Low,Clear,14.91,60.56,0,0,2.7714,0.9907,1,2
2.0,3.04,1.0,8,1,Medium,Clear,10.93,39.47,1,0,5.465,1.52,0,1
0.5,3.31,1.0,9,0,Medium,Foggy,7.91,9.06,1,0,15.82,6.62,0,1
9.78,17.43,1.0,23,1,Medium,Cloudy,34.4,33.67,0,1,3.5174,1.7822,1,3
1.59,1.0,2.0,8,0,Medium,Rainy,9.91,95.4,1,0,6.2327,0.6289,0,1
6.71,15.15,2.0,21,0,High,Cloudy,33.39,26.57,0,0,4.9762,2.2578,1,3
19.77,36.29,1.0,22,1,Medium,Clear,67.31,32.69,0,1,3.4047,1.8356,2,3
0.5,1.0,1.0,6,1,High,Clear,6.38,30.0,0,0,12.76,2.0,0,1
9.56,20.15,2.0,15,0,Medium,Clear,33.74,28.47,0,0,3.5293,2.1077,1,2
2.82,6.76,1.0,8,0,Very High,Cloudy,23.39,25.03,1,0,8.2943,2.3972,0,1
5.14,11.2,1.0,6,1,Medium,Cloudy,19.94,27.54,0,0,3.8794,2.179,1,1
15.85,20.37,1.0,10,1,Low,Snowy,46.18,46.69,0,0,2.9136,1.2852,2,1
14.89,33.02,1.0,7,0,High,Foggy,70.33,27.06,1,0,4.7233,2.2176,1,1
3.07,11.31,5.0,6,0,High,Rainy,20.38,16.29,0,0,6.6384,3.684,0,1
14.12,22.89,1.0,18,0,Low,Rainy,40.87,37.01,1,0,2.8945,1.6211,1,3
0.5,1.0,1.0,19,0,Low,Clear,5.39,30.0,1,0,10.78,2.0,0,3
7.26,17.33,2.0,11,0,High,Clear,32.4,25.14,0,0,4.4628,2.3871,1,1
2.09,1.93,1.0,6,0,Medium,Clear,10.42,64.97,0,0,4.9856,0.9234,0,1
1.03,4.72,1.0,7,0,Medium,Clear,8.24,13.09,1,0,8.0,4.5825,0,1
0.64,1.0,3.0,6,0,Low,Cloudy,3.0,38.4,0,0,4.6875,1.5625,0,1
9.53,18.42,4.0,5,1,Medium,Clear,32.3,31.04,0,1,3.3893,1.9328,1,0
3.32,5.5,1.0,8,0,Low,Rainy,13.11,36.22,1,0,3.9488,1.6566,0,1
10.32,21.77,1.0,12,0,High,Clear,44.0,28.44,0,0,4.2636,2.1095,1,2
0.54,1.0,3.0,6,0,Medium,Clear,4.68,32.4,0,0,8.6667,1.8519,0,1
3.03,7.8,1.0,7,0,High,Foggy,21.19,23.31,1,0,6.9934,2.5743,0,1
6.2,8.07,1.0,21,1,Medium,Clear,19.86,46.1,0,0,3.2032,1.3016,1,3
12.51,20.9,1.0,16,1,Medium,Cloudy,40.37,35.91,0,0,3.227,1.6707,1,2
3.07,10.58,1.0,16,0,Medium,Clear,12.92,17.41,0,0,4.2085,3.4463,0,2
7.87,20.76,1.0,15,1,Very High,Clear,44.39,22.75,0,0,5.6404,2.6379,1,2
17.37,31.64,1.0,21,0,Medium,Cloudy,58.67,32.94,0,0,3.3777,1.8215,2,3
7.65,11.43,2.0,1,1,Low,Cloudy,20.64,40.16,0,1,2.698,1.4941,1,0
2.12,2.15,1.0,7,0,Medium,Clear,10.44,59.16,1,0,4.9245,1.0142,0,1
0.5,1.0,1.0,16,0,Low,Rainy,6.65,30.0,0,0,13.3,2.0,0,2
16.33,25.09,1.0,12,0,Low,Rainy,48.17,39.05,0,0,2.9498,1.5364,2,2
0.5,2.5,2.0,17,1,Medium,Clear,6.21,12.0,1,0,12.42,5.0,0,2
16.62,28.67,1.0,23,0,Medium,Clear,56.39,34.78,0,1,3.3929,1.725,2,3
6.02,15.9,1.0,21,0,Very High,Rainy,42.16,22.72,0,0,7.0033,2.6412,1,3
12.83,26.87,1.0,1,1,High,Clear,56.49,28.65,0,1,4.403,2.0943,1,0
3.46,5.25,2.0,13,1,Low,Clear,10.67,39.54,0,0,3.0838,1.5173,0,2
11.66,28.06,1.0,15,0,Very High,Clear,63.78,24.93,0,0,5.47,2.4065,1,2
4.11,10.58,2.0,6,0,High,Clear,20.28,23.31,0,0,4.9343,2.5742,0,1
5.23,10.47,1.0,20,1,Medium,Snowy,26.94,29.97,1,0,5.1511,2.0019,1,3
7.9,17.94,1.0,20,1,High,Rainy,42.42,26.42,1,0,5.3696,2.2709,1,3
11.7,19.53,1.0,22,0,Low,Clear,32.96,35.94,0,1,2.8171,1.6692,1,3
4.33,7.57,1.0,13,0,Low,Clear,11.87,34.32,0,0,2.7413,1.7483,0,2
4.38,8.67,1.0,3,0,High,Cloudy,23.52,30.31,0,1,5.3699,1.9795,0,0
10.7,21.96,1.0,3,0,High,Clear,48.27,29.23,0,1,4.5112,2.0523,1,0
2.18,6.11,2.0,17,0,High,Clear,15.7,21.41,1,0,7.2018,2.8028,0,2
0.94,1.0,3.0,2,1,Low,Clear,4.75,56.4,0,1,5.0532,1.0638,0,0
3.5,8.92,2.0,0,1,Very High,Rainy,28.87,23.54,0,1,8.2486,2.5486,0,0
2.71,5.48,2.0,16,0,Medium,Cloudy,9.83,29.67,0,0,3.6273,2.0221,0,2
2.81,7.56,4.0,6,0,Medium,Clear,13.68,22.3,0,0,4.8683,2.6904,0,1
2.13,5.77,1.0,15,0,Low,Rainy,10.15,22.15,0,0,4.7653,2.7089,0,2
0.5,1.55,1.0,4,0,Very High,Rainy,10.92,19.35,0,1,21.84,3.1,0,0
0.5,1.0,1.0,18,0,Medium,Clear,6.59,30.0,1,0,13.18,2.0,0,3
4.47,16.66,1.0,13,0,Very High,Rainy,34.39,16.1,0,0,7.6935,3.7271,0,2
3.88,10.48,1.0,1,0,Very High,Clear,27.6,22.21,0,1,7.1134,2.701,0,0
9.11,15.02,1.0,2,1,Low,Rainy,28.35,36.39,0,1,3.112,1.6487,1,0
1.97,6.01,1.0,16,0,Very High,Clear,17.22,19.67,0,0,8.7411,3.0508,0,2
12.35,17.45,1.0,7,0,Low,Clear,31.75,42.46,1,0,2.5709,1.413,1,1
0.75,1.0,1.0,17,1,Low,Cloudy,7.26,45.0,1,0,9.68,1.3333,0,2
4.32,10.34,2.0,14,0,Medium,Snowy,23.31,25.07,0,0,5.3958,2.3935,0,2
16.9,10.58,1.0,6,1,Medium,Clear,53.87,95.84,0,0,3.1876,0.626,2,1
5.04,6.66,1.0,5,1,Low,Clear,14.02,45.41,0,1,2.7817,1.3214,1,0
7.6,17.07,2.0,17,0,High,Foggy,39.97,26.71,1,0,5.2592,2.2461,1,2
1.46,1.13,3.0,17,0,High,Rainy,13.07,77.52,1,0,8.9521,0.774,0,2
2.11,3.53,1.0,13,0,Very High,Foggy,14.96,35.86,0,0,7.09,1.673,0,2
8.39,12.8,1.0,13,0,Low,Clear,22.89,39.33,0,0,2.7282,1.5256,1,2
7.49,20.36,5.0,3,0,High,Cloudy,39.81,22.07,0,1,5.3151,2.7183,1,0
5.75,13.47,2.0,3,1,Very High,Cloudy,36.51,25.61,0,1,6.3496,2.3426,1,0
2.1,5.58,1.0,14,0,Low,Rainy,8.28,22.58,0,0,3.9429,2.6571,0,2
1.55,2.46,2.0,14,1,Very High,Clear,10.81,37.8,0,0,6.9742,1.5871,0,2
1.99,3.67,1.0,17,1,Low,Rainy,10.66,32.53,1,0,5.3568,1.8442,0,2
1.65,1.0,5.0,13,0,Medium,Rainy,9.62,99.0,0,0,5.8303,0.6061,0,2
12.1,28.54,3.0,0,0,High,Cloudy,60.13,25.44,0,1,4.9694,2.3587,1,0
3.45,3.0,1.0,9,1,High,Clear,17.93,69.0,1,0,5.1971,0.8696,0,1
0.5,1.0,2.0,19,0,High,Clear,10.57,30.0,1,0,21.14,2.0,0,3
1.53,1.83,1.0,7,0,Medium,Rainy,11.29,50.16,1,0,7.3791,1.1961,0,1
4.04,5.56,2.0,0,0,High,Foggy,23.3,43.6,0,1,5.7673,1.3762,0,0
11.36,19.05,2.0,0,1,Medium,Clear,40.51,35.78,0,1,3.566,1.6769,1,0
9.53,16.93,1.0,3,1,Medium,Clear,35.09,33.77,0,1,3.6821,1.7765,1,0
1.34,2.94,1.0,6,0,Low,Clear,6.5,27.35,0,0,4.8507,2.194,0,1
13.54,31.66,2.0,8,0,High,Clear,62.18,25.66,1,0,4.5923,2.3383,1,1
2.03,1.0,1.0,15,0,Low,Clear,8.95,121.8,0,0,4.4089,0.4926,0,2
2.03,1.0,4.0,4,0,Medium,Foggy,10.24,121.8,0,1,5.0443,0.4926,0,0
